"key","scientificName","recordedBy","recordNumber","year","eventDate","stateProvince","locality","verbatimLocality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","elevation","verbatimElevation","habitat","occurrenceRemarks","fieldNotes","dynamicProperties","reproductiveCondition","associatedTaxa","identifiedBy","dateIdentified","typeStatus","preparations","institutionCode","collectionCode"
"5174163301","Metrosideros polymorpha Gaudich.","Eissas Ouk (ORCID 0000-0001-8371-3142)",NA,2025,"2025-01-18","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_011 (plot dimensions: 40m x 40m)",NA,19.563412,-155.337895,20,1848,NA,"evergreenForest; slope aspect: 240.3; slope gradient: 4.92; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Austin Riddle (ORCID 0000-0002-2135-1091)","2025-01-18T23:29:00",NA,"sample mass: 8.46","NEON","TPLC-CF"
"5174163306","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2025,"2025-01-20","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_031 (plot dimensions: 40m x 40m)",NA,19.553624,-155.319191,20,1711.5,NA,"evergreenForest; slope aspect: 315.6; slope gradient: 6.62; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Austin Riddle (ORCID 0000-0002-2135-1091)","2025-01-20T21:24:00",NA,"sample mass: 8.6","NEON","TPLC-CF"
"5174163310","Metrosideros polymorpha Gaudich.","Eissas Ouk (ORCID 0000-0001-8371-3142)",NA,2025,"2025-01-13","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_003 (plot dimensions: 40m x 40m)",NA,19.577682,-155.344675,20,1833.5,NA,"evergreenForest; slope aspect: 93; slope gradient: 1.37; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Austin Riddle (ORCID 0000-0002-2135-1091)","2025-01-14T00:13:00",NA,"sample mass: 7.84","NEON","TPLC-CF"
"5174163311","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2025,"2025-01-20","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_041 (plot dimensions: 20m x 20m)",NA,19.553178,-155.316025,20,1685.5,NA,"evergreenForest; slope aspect: 269.9; slope gradient: 15.85; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Austin Riddle (ORCID 0000-0002-2135-1091)","2025-01-21T00:00:00",NA,"sample mass: 8.71","NEON","TPLC-CF"
"5174163312","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2025,"2025-01-24","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_015 (plot dimensions: 40m x 40m)",NA,19.561039,-155.249535,20,1208,NA,"evergreenForest; slope aspect: 209.6; slope gradient: 11.97; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Eissas Ouk (ORCID 0000-0001-8371-3142)","2025-01-24T17:57:00",NA,"sample mass: 10.06","NEON","TPLC-CF"
"5174163315","Metrosideros polymorpha Gaudich.","Eissas Ouk (ORCID 0000-0001-8371-3142)",NA,2025,"2025-01-18","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_013 (plot dimensions: 40m x 40m)",NA,19.564986,-155.34223,20,1872.5,NA,"evergreenForest; slope aspect: 228.9; slope gradient: 3.83; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Austin Riddle (ORCID 0000-0002-2135-1091)","2025-01-18T22:00:00",NA,"sample mass: 6.27","NEON","TPLC-CF"
"5174163317","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2025,"2025-01-26","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_045 (plot dimensions: 20m x 20m)",NA,19.552627,-155.315184,20,1673.5,NA,"evergreenForest; slope aspect: 326; slope gradient: 6.9; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Avery Dean (ORCID 0009-0007-6110-2261)","2025-01-26T21:37:00",NA,"sample mass: 8.34","NEON","TPLC-CF"
"5174163321","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2025,"2025-01-19","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_008 (plot dimensions: 40m x 40m)",NA,19.577677,-155.326382,20,1722,NA,"evergreenForest; slope aspect: 264.9; slope gradient: 0.4; soil type order: Andisols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Austin Riddle (ORCID 0000-0002-2135-1091)","2025-01-19T19:39:00",NA,"sample mass: 5.85","NEON","TPLC-CF"
"5174163324","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2025,"2025-01-13","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_002 (plot dimensions: 40m x 40m)",NA,19.595002,-155.346931,20,1792.5,NA,"evergreenForest; slope aspect: 70; slope gradient: 2.29; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"Austin Riddle (ORCID 0000-0002-2135-1091)","2025-01-13T22:15:00",NA,"sample mass: 7.47","NEON","TPLC-CF"
"5956576592","Metrosideros waialealae (Rock) Rock","K.R. Wood; S. Heintzman","19544",2024,"2024-07-02","Hawaii","Ridge and slopes running South of Kawaikini",NA,NA,NA,NA,1200,"1200 m","Metrosideros-Cheirodendron mixed wet forest and Dubautia-Sadleria shrubland-fernland with occasional small open bogs w/ Dubautia imbricata subsp. Acronaea, D. paleata, Sadleria cyatheoides, S. pallida, S. squarrosa, Antidesma, Astelia argyrocoma, Bidens forbesii, Bro...","Shrub or small tree, bog habitat, 1.5 m tall, full crown, w/ immature fruit, common.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956583665","Metrosideros polymorpha Gaudich.","Thomas, M.K.; Ching Harbin, S.; Togikawa, K.; Hee, K.","692",2024,"2024-07-17","Hawaii","Ahupuaa of Waiau. Central Koolau Mountains.",NA,NA,NA,NA,335,"335 m","Growing in forest along gulch bottom with Hibiscus punaluuensis, Myrsine lessertiana, Acacia koa, Dicranopteris linearis, Cibotium chammissoi, Sadleria pallida, Miconia crenata, Spathoedia campanulata, Trema orientalis, Bobea elatior, Cyrtandra hawaiiense, Diplazium sandwichinaum, and others.","Large tree over 3 m. Upper portion broke off and lying on ground. Leaves elliptic to ovate, largest leaves up to 10 cm but most 7 to 8 cm long. Flowers red.",NA,NA,NA,NA,"Thomas, M.K.",NA,"NotAType",NA,"BISH",NA
"6184369941","Metrosideros waialealae (Rock) Rock","Wood, K. R.","19544",2024,"2024-07-02","Hawaii","*",NA,NA,NA,NA,1200,"1200.0000000000 m","Metrosideros-Cheirodendron mixed wet forest and Dubautia-Sadieria shrubland-fernland with occasional small open bogs. See label for assoc. species.","Shrub or small tree, bog habitat, 1.5 m tall, full crown, w/ immature fruit, common. * Data from these fields are not available on the web.",NA,NA,NA,NA,NA,NA,NA,NA,"CAS","BOT-BC"
"5956262863","Metrosideros macropus Hook. & Arn.","Thomas, M.K.; Ching Harbin, S.; Serrano, J.; Togikawa, k.","884",2024,"2024-10-24","Hawaii","Ahupuaa of Waiawa. Central koolau mountains.",NA,NA,NA,NA,487,"487 m","Growing in wet forest with Dicranopteris, Diplopterygium, Polyscias, Pritchardia, Rhynchospora, Cibotium, Sadleria, Metrosideros tremuloides, M. polymorpha, and other natives. Also growing with Psidium cattleianum, Leptospermum scoparium, and Andropogon virginicus.","Leaves conspicuously more narrow and blushed with red versus the typical macropus growing next to it. This is most definitely a hybrid. Possibly with Metrosideros tremuloides.",NA,NA,NA,NA,"Thomas, M.K.",NA,"NotAType",NA,"BISH",NA
"6184366363","Metrosideros waialealae (Rock) Rock","Williams, Adam; Heintzman, Scott; Deans, Susan","AMW938",2024,"2024-12-19","Hawaii","*",NA,NA,NA,NA,1156,"1156.0000000000 m","Koa/Ohia Montane Mesic Forest Metrosideros polymorpha, Acacia koa, Melicope clusifolia, Santalum pyrularium, Dianella sandwicensis, Alyxia stellata, Leptecophylla tameiameiae, Dic","A tree, 20 ft tall on upper N-facing slope. Tree has short petioles, all yellow-green, including midrib and stem on new growth. Most fruits are already dehisced, and some immature but full-sized green capsules remain as well. A seed collection made under same number for KDOFAW seed bank from few mature fruits that [sic]. * Data from these fields are not available on the web.",NA,NA,NA,NA,NA,NA,NA,NA,"CAS","BOT-BC"
"4444098487","Metrosideros excelsa Sol. ex Gaertn.","C. Matt Guilliams","8254",2023,"2023-05-26","California","Point Mugu Naval Air Station: along 11th St. just west of Building 3008, ca. 100 m west of intersection with Mugu Road.",NA,34.11281,-119.10374,NA,8,NA,"In planter.","Mature tree.",NA,NA,NA,NA,NA,NA,NA,NA,"SBBG",NA
"4423021364","Metrosideros excelsa Sol. ex Gaertn.","Batiuk, Scott","594",2023,"2023-06-10","California","San Francisco, edge of the Glen Park, Sunnyside, and Mission Terrace neighborhoods on the Baden St overpass above the I-280 freeway.",NA,37.730191,-122.439466,NA,55,"180.0000000000 ft",NA,"A single stunted, small, many-stemmed plant growing from a crack in the overpass out over the freeway. Aerial roots are growing horizontally along the bottom lip of the overpass and also hanging vertically off the overpass. Flowers red.",NA,NA,NA,NA,NA,NA,NA,NA,"CAS","BOT-BC"
"4533981626","Metrosideros excelsa Sol. ex Gaertn.","Scott Batiuk","594",2023,"2023-06-10","California","San Francisco, edge of the Glen Park, Sunnyside, and Mission Terrace neighborhoods on the Baden St overpass above the I-280 freeway.",NA,37.73,-122.44,NA,55,"180 ft",NA,"A single stunted, small, many-stemmed plant growing from a crack in the overpass out over the freeway. Aerial roots are growing horizontally along the bottom lip of the overpass and also hanging vertically off the overpass. Flowers red.",NA,NA,NA,NA,"Scott Batiuk","2023-06-10T00:00:00",NA,"Standard sheet","CDA",NA
"5139191406","Metrosideros excelsa Sol. ex Gaertn.","Anthony Baniaga; Fiore Baniaga","1244",2023,"2023-07-09","California","Santa Monica Mountains; Santa Monica, along 4th Street at intersection with Marguerita Pl N (alley), on east side of 4th Street.",NA,34.027876,-118.508788,10,54,"54m","Urban.","Spontaneous epiphyte on Canary island date palm (Phoenix canariensis). Parent trees adjacent, a few individuals present on multiple phorophytes.",NA,NA,NA,NA,NA,NA,NA,NA,"LA",NA
"5054345326","Metrosideros waialealae var. waialealae","Williams, Adam M.; Brines, Emily; Alevizos, Christine; Magnacca, Karl","AMW807",2023,"2023-08-02","Hawaii","*",NA,NA,NA,NA,1216,"1216.0000000000 m","on a gentle NE slope in full sun just outside of the north bog fence. Lowland wet forest.","Small tree, 2 m tall, immature and mature fruit capsules present. I suspect some potential hybridization in this plant with M. polymorpha var. dieteri, particularly the pubescence on new growth, and the subtle palmate-like venation pattern on abaxia. * Data from these fields are not available on the web.",NA,NA,NA,NA,NA,NA,NA,NA,"CAS","BOT-BC"
"5956312395","Metrosideros polymorpha Gaudich.","Williams, A.M.; Brines, E.; Alevizos, C.; Magnacca, K.","AMW806",2023,"2023-08-02","Hawaii","Hanalei District. Near North Bog, Honoonapali NAR, Kauai",NA,NA,NA,NA,1223,"1223 m","Ohia (Metrosideros) Lowland Wet forest, adjacent to Ohia/Kuolohia/Oreobolus (Metrosideros polymorpha/Rhynchospora chinensis subsp. Spiciformia/Oreobolus furcatus) Mixed Bog Machaerina angustifolia, Dicranopteris linearis, Metrosideros polymorpha var. dieteri, Metrosideros waialealae var. waialealea, Kadua affinis, Dubautia paleata, Dubautia laxa subsp. Hirsuta, Melicope","Small treeleet, 1.5 meters tall, with immature and mature capsules. New growth pinkish, leaves medium green, stem dark. Parasitized by Korthal;sella rmyana. Growing in open flat area adjacent to North Bog fence, plants common among other Metrosideros taxa. I believe this is a unique form once known as var. microphylla, but n___",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956369843","Metrosideros waialealae var. waialealae","Williams, A.M.; Brines, E.; Alevizos, C.; Magnacca, K.","AMW807",2023,"2023-08-02","Hawaii","Hanalei District. Near North Bog, Honoonapali NAR, Kauai",NA,NA,NA,NA,1216,"1216 m","Ohia (Metrosideros) Lowland Wet Forest, adjacent to Ohia/Kuolohia/Oreobolus (Metrosideros polymorpha/Rhynchospora chinensis subsp. Spiciformis/Oreobolus furcatus) Mixed Bog Machaerina angustifolia, Dicranopteris linearis, Metrosideros polymorpha var. dleteri, M. polymorpha var. microphylla, Kadua affinis, Dubautia paleata, Dubautia laxa subsp. Hirsuta, Melicope waialeala","Small tree, 2 meters tall, on a gentle northeast slope in full sun just outside the North Bog fence, immature and mature fruit capsules present. I suspect some potential hybirdization in this plant with M. polymorpha var. dieteri, particularly the pubescence on new growth, and the subtle palmate-like venation pattern on abaxia",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956157477","Metrosideros polymorpha Gaudich.","Walvoord, N.; Gallaher, T.","NW-2023-033",2023,"2023-10-24","Hawaii","Pia Valley, East slope (facing West).",NA,NA,NA,NA,348,"348 m","Mid-slope between Pia valley and Kulepeamoa ridge. Along rocky trail. With Dodonaea viscosa, Sida falax, Eup Osteomeles anthyllidifolia and Wikstromea oahuense.","Seed Bank Accn 23-1-011; tissues dried for molecular data.; Small tree. Sligtly less imbricate than NW-2023-027",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956469688","Metrosideros polymorpha Gaudich.","Walvoord, N.; Gallaher, T.","NW-2023-030",2023,"2023-10-24","Hawaii","Pia Valley",NA,NA,NA,NA,152,"500 ft","In middle of erroded washed-out area in valley bottom. With Microsorum grossum, Nephrolepis cordifolia, Pityrogramma austroamericana, Osteomeles anthyllidifolia.","Seed Bank Accn 23-1-010; tissues dried for molecular data.; Small tree or subshrub - 3m tall, branching at the base. Very imbricate leaves, 4 ranked, forming a very ""boxy"" branches. Red flowers and many immature green fruits, few ripe.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956360233","Metrosideros polymorpha var. pumila (A.Heller) J.W.Dawson & Stemmerm.","Wolkis, D.; Wood, K.; Perlman, S.; Baldwin, B.; Fawcett, S.; Thomsen, C.G.; Desmond, C.; McQueen, C.; Rivera-Ramos, R.; Skibel, J.; Zapata, J.","DMW1372",2022,"2022-09-13","Hawaii","Waimea District.",NA,NA,NA,NA,1201,"1201 m","Lehua Malanoe ""Dry bogf"" flat slpe, open canopy. Dicranopteris linearis, ryptomeria japonica, Drosera anglica, Gahnia beecheyi, Juncus planifolius, Korthalsella remyana, Palhinhaea cernua, Rhynchospora chinensis, Vaccinium dentatium Xyris complanata","Shrub 0.6 m tall growing on flat slope under open danopy in dry bot. Korthalsella remyana and a ""black sooty"" substancce present. Flower buds to dispersed seeds (empty capsules) present.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956314194","Metrosideros polymorpha Gaudich.","Oppenheimer, H.L.; Pezzillo, Z.","H112211",2022,"2022-11-17","Hawaii","West Maui. Wailuku District. Waihee Valle, back of valley on south side of stream below ""Wall of Tears""",NA,NA,NA,NA,823,"2700 ft","Vegetation: Metrosideros polymorpha var. glaberrima, Cheirodendron, Coprosma, Perrottetia, Hydrangea, Diplazium, Cibotium, Sadleria, Wikstroemia, Clidemia, Tibouchina, Ageratina, Isachne, Plaius, Hymenophyllum, Elaphoglossum.","Northing: 2311090; Easting: 748466; Occasional shrubby treas with red flowers",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956455967","Metrosideros polymorpha Gaudich.","Pezzillo, Z.; Oppenheimer, H.L.","81",2022,"2022-11-17","Hawaii","West Maui, Waihe'e Valley, back of valley along central ridge",NA,NA,NA,NA,951,"3120 ft","Aspect: NE. Vegetation: Metrosideros, Cheirodendron, Pipturus, Perrottetia, Sadleria, Miconia crenata, Cibotium, Cyanea scabra, Erragrostis","Scattered plants, very silvery, flat hairs on adaxial surface of young leaves.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956527827","Metrosideros polymorpha Gaudich.","Pezzillo, Z.; Oppenheimer, H.L.","80",2022,"2022-11-17","Hawaii","West Maui, Waihe'e Valley, back of valley along centrl ridge",NA,NA,NA,NA,951,"3120 ft","Aspect: NE. Vegetation: Metrosideros, Cheirodendron, Pipturus, Perrottetia, Sadleria, Miconia crenata, Cibotium, Cyanea scabra, Erragrostis","Scattered plants, very silvery, flat hairs on adaxial surface of young leaves.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956540193","Metrosideros polymorpha Gaudich.","Pezzillo, Z.; Oppenheimer, H.L.","82",2022,"2022-11-17","Hawaii","West Maui, Waihe'e Valley, back of valley along central ridge",NA,NA,NA,NA,951,"3120 ft","Aspect: NE. Vegetation: Metrosideros, Cheirodendron, Pipturus, Perrottetia, Sadleria, Miconia crenata, Cibotium, Cyanea scabra, Erragrostis","Scattered plants, very silvery, flat hairs on adaxial surface of young leaves.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956562600","Metrosideros polymorpha var. pumila (A.Heller) J.W.Dawson & Stemmerm.","Thomas, M.K.; Ching Harbin, S.; Togikawa, K.; Serrano, J.; Ruis, K.","556",2022,"2022-11-30","Hawaii","Waimano. Central Koolau Mountains",NA,NA,NA,NA,792,"792 m","Growing along top of ridge in semi boggy conditions. Growing within a thick layer of Bazzania cordistipula, Campylopus spp., Dicranodontium porodictyon, Leucobryum pachyphyllum, and other bryophytes. Also growign with Vaccinium dentatum, Dichanthelium koolauense, Axonopus compressus, and Metrosideros polymorpha var. glaberrima.","Technically this specimen represents M. polymorpha var. prostrata which is lumped within var. pumila. Prostrata seems like a good variety and shoud be ressurected. Hawaiian name = ?Ohi?a lehua; Prostrate plants with small elliptic-ovate leaves. Veins slightly impressed. Young leaves with a thin layer of hair, older leaves glabrous. Petioles and young stems red. Flowers red. Plants growing sympatric with typical, shrubby Metrosideros polymorpha with erect habit.",NA,NA,NA,NA,"Thomas, M.K.",NA,"NotAType",NA,"BISH",NA
"5956612594","Metrosideros polymorpha Gaudich.","Pezzillo, Z.; Oppenheimer, H.L.","79",2022,"2022-11-17","Hawaii","West Maui, Waihee Valle, yback of valley along central ridge",NA,NA,NA,NA,951,"3120 ft","Aspect: NE. Vegetation: Metrosideros, Cheirodendron, , Pipturus, Perrottetia, Sadleria, Miconia crenata, Cibotium, Cyasnea scabra, Erragrostis","Northing: 2313258 Easting: 751991; Scattered plants, very silvery, flat hairs on adaxial surfacce of young leaves",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"3926439559","Metrosideros excelsa Sol. ex Gaertn.","Batiuk, Scott","263",2021,"2021-01-02","California","Treasure Island, Perimeter Rd, 380' WNW of Gateview Ave/Avenue B intersection",NA,37.827528,-122.378763,NA,2,"5.0000000000 ft",NA,"Strongly wind-pruned; well past peak bloom, flowers rare. 5 plants, spontaneous in riprap. flowering/fruiting. Cultivated: No.",NA,NA,NA,NA,"Scott Batiuk","2021-01-02T00:00:00",NA,NA,"CAS","BOT-BC"
"5956507922","Metrosideros polymorpha var. macrophylla (Rock) H.St.John","Oppenheimer, H.L.; Osgood, M.; Morrison, L.","H62138",2021,"2021-06-24","Hawaii","East Maui, Hana District, Haleakala National Park, Heleleikeoha drainage basin, vicinity of Smith Camp near Kipahulu Valley",NA,NA,NA,NA,1652,"5420 ft","Single tree of this variety observed among M. p. var. polymorpha. Vegetation: Metrosideros Montane Wet Forest.","Northing: 2295067; Easting: 802536",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956427286","Metrosideros polymorpha Gaudich.","Wolkis, D.; Wolkis, C.","DMW1246",2020,"2020-05-17","Hawaii","Waimea District. About one third of a mile down the road that is the first west road above Iliau Nature Loop.",NA,NA,NA,NA,892,"892 m","Eucalyptus cf. robusta - Psidium cattleyanum mesic forest. Acacia koa, Dodonaea viscosa, Eucalyptus cf. robusta, Lantana camara, Leptecophylla tameiameiae, Polygala paniculata, Psidium cattleyanum","Tree ~ 7.5 m tall with about 5 main stems. Larger than expected leaves smooth underneath.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956662811","Metrosideros waialealae var. waialealae","Wood, K.R.; Ronsted, N.; Clark, M.; DeMotta, M.; Houck, K.","18454",2020,"2020-06-23","Hawaii","Lihue District; Haupu summit region",NA,NA,NA,NA,646,"646 m","95% open shrubland/herbland with sparse tree cover of Metrosideros polymorpha w/ Dicranopteris linearis, Machaerina angustifolia, M. mariscoides, Sida fallax, Cibotium glaucum, Sadleria pallida, Kadua terminalis, K. fluviatilis, Psychotria mariniana, Antidesma platyphyllum var. Occasional with M. polymorpha var. glaberrima & M. p. var. dieteri.","Tree, 1 m tall, stunted in Dicranopteris, in early flower, stamens red",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956300925","Metrosideros polymorpha Gaudich.","Oppenheimer, H.L.; Severson, K.","H102009",2020,"2020-10-26","Hawaii","West Maui, Wailuku District, Waihe'e Valley, back of valley on south side below ""Wall of Tear""",NA,NA,NA,NA,792,"2600 ft","Metrosideros, Cheirodendron, Myrine, Melicope, Ilex, Coprosma, Clermontia, Dicranopteris, Diplopetrygium, Freycinetia, Antidesma, Cibotium, Sadleria, Diplazium, Athyrium, Elaphoglossum, Isachne, Cyanea, Clidemia, Tibouchina, Ageratina, Rubus, Paspalum, Machaerina, Stenogyne, Anoectochilus, Cyrtandra, Dubautia, Phyllostegia, Rynchospora, Carex, Peperomia","Northing: 2313292 / Easting: 752079; Shrubs to small trees, with unusual pubescent, small vegetative buds; Flower color unknown",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"5956406405","Metrosideros polymorpha Gaudich.","Wolkis, D.; Eriksson, E.; Jones, K.; Walsh, S.; Ronsted, N.","DMW1259",2020,"2020-10-06","Hawaii","Waimea District",NA,NA,NA,NA,1203,"1203 m","Kokee, Lehua Makanoe bog Bog Cheirodendron spp., Dicranopteris linearis, Drosera anglica, Gahnia sp., Ilex anomala, Korthalsella sp., Melicope clusiifolia, Metrosideros polymorpha var glaberrima, Vaccinium spp.","Shrub ~.75 m. Red flower.",NA,NA,NA,NA,NA,NA,"NotAType",NA,"BISH",NA
"2907799595","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2019,"2019-01-15","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_002 (plot dimensions: 40m x 40m)",NA,19.595002,-155.346931,20,1792.5,NA,"evergreenForest; slope aspect: 70; slope gradient: 2.29; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"undefined","2019-01-15T19:57:00",NA,"preservative type: ambient, sample mass: 5.39","NEON","TPLC-CF"
"2907799598","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2019,"2019-01-15","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_002 (plot dimensions: 40m x 40m)",NA,19.595002,-155.346931,20,1792.5,NA,"evergreenForest; slope aspect: 70; slope gradient: 2.29; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"undefined","2019-01-15T20:39:00",NA,"preservative type: ambient, sample mass: 6.58","NEON","TPLC-CF"
"2907800082","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2019,"2019-01-15","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_013 (plot dimensions: 40m x 40m)",NA,19.564986,-155.34223,20,1872.5,NA,"evergreenForest; slope aspect: 228.9; slope gradient: 3.83; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"undefined","2019-01-15T23:23:00",NA,"preservative type: ambient, sample mass: 6.1","NEON","TPLC-CF"
"2907800084","Metrosideros polymorpha Gaudich.","Shea Uehana (ORCID 0000-0003-1142-4215)",NA,2019,"2019-01-16","Hawaii","Pacific Tropical (D20), Pu'u Maka'ala Natural Area Reserve NEON (PUUM), Plot PUUM_004 (plot dimensions: 40m x 40m)",NA,19.557778,-155.230067,20,1104,NA,"evergreenForest; slope aspect: 109; slope gradient: 0.86; soil type order: Histosols","sample type: Woody individual; Canopy foliage sample from a single species at sites dominated by woody tree cover or bulk herbaceous biomass clips at sites dominated by herbaceous vegetation. Samples collected every five years as part of the NEON canopy foliage protocols. Stored dried and ground at room temperature.",NA,NA,NA,NA,"undefined","2019-01-16T22:04:00",NA,"preservative type: ambient, sample mass: 3.22","NEON","TPLC-CF"
